region,City.Region,Latitude,Longitude,income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.53966,145.139673,High income
Australia,,-37.915493,144.641662,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
Australia,,-37.673563,145.89612,High income
